N,P,K,temperature,humidity,ph,rainfall,label
20,42,145,20.48,66.64,5.55,96.86,Jute
15,49,143,23.82,70.02,5.48,110.9,Jute
10,36,127,23.37,64.55,5.19,93.72,Jute
14,48,142,21.6,64.3,5.34,99.94,Jute
11,49,135,21.82,63.5,4.92,104.49,Jute
15,39,127,23.27,70.61,5.17,108.51,Jute
18,54,138,22.19,70.57,5.29,110.31,Jute
26,37,146,23.62,65.21,4.68,110.71,Jute
24,48,134,23.5,64.76,5.63,111.19,Jute
12,50,134,23.22,67.63,5.06,108.22,Jute
21,51,130,21.05,68.72,4.81,101.86,Jute
25,41,140,22.17,66.97,5.04,97.97,Jute
19,49,140,23.3,64.91,5.0,101.28,Jute
15,44,138,20.33,71.35,5.14,100.68,Jute
22,51,140,20.91,71.51,5.04,109.91,Jute
16,52,128,23.38,66.26,5.18,109.36,Jute
8,37,140,23.98,62.85,4.72,103.33,Jute
22,48,136,23.4,64.22,4.71,102.04,Jute
13,42,138,23.99,69.12,5.26,109.08,Jute
10,52,141,21.67,71.11,4.87,91.89,Jute
25,41,142,22.66,71.88,4.8,105.65,Jute
13,38,145,22.48,63.25,5.57,109.79,Jute
11,50,133,23.15,62.32,5.38,106.19,Jute
28,48,133,23.98,64.32,4.85,98.63,Jute
18,56,129,21.18,69.25,5.51,110.67,Jute
18,54,134,21.81,71.26,5.0,105.96,Jute
25,46,126,21.13,69.19,5.41,103.98,Jute
8,56,131,20.82,69.86,4.68,101.65,Jute
12,46,131,22.58,72.03,5.32,92.81,Jute
8,43,146,21.45,62.45,5.01,98.52,Jute
11,55,145,23.33,65.13,4.79,110.99,Jute
21,42,132,20.75,65.3,5.3,97.82,Jute
28,50,126,21.8,70.75,5.57,95.83,Jute
28,37,134,24.07,71.6,4.96,102.63,Jute
15,37,145,24.03,71.39,4.76,108.67,Jute
11,47,139,23.58,66.62,5.36,91.9,Jute
17,52,145,23.94,62.32,5.25,109.13,Jute
15,41,132,24.05,65.46,5.46,110.3,Jute
28,40,135,22.07,65.18,4.71,104.53,Jute
19,43,129,22.59,66.25,4.88,97.74,Jute
19,52,140,22.37,66.61,4.81,98.67,Jute
23,38,130,20.4,68.86,5.32,95.89,Jute
18,45,145,21.51,70.73,5.19,93.19,Jute
24,36,142,24.04,66.87,4.81,96.57,Jute
14,49,136,21.27,70.68,5.31,105.5,Jute
12,50,145,20.36,70.56,5.03,97.21,Jute
23,47,144,22.63,66.41,5.08,110.72,Jute
19,37,137,20.51,69.64,5.52,98.13,Jute
12,44,141,20.79,65.95,4.93,104.1,Jute
10,37,134,21.01,64.25,5.56,99.81,Jute
11,43,136,21.42,65.49,5.49,95.86,Jute
13,55,140,20.45,69.23,5.04,94.38,Jute
18,37,146,23.51,65.03,5.2,98.07,Jute
18,39,140,23.34,67.82,5.63,98.15,Jute
18,54,127,23.99,68.92,5.64,110.99,Jute
28,49,127,21.04,69.4,4.75,102.78,Jute
28,48,127,23.34,70.15,5.02,106.99,Jute
20,39,127,21.22,72.19,5.37,94.94,Jute
11,49,130,21.13,66.52,4.84,99.89,Jute
17,37,129,23.26,69.4,4.87,96.87,Jute
24,41,136,20.15,63.58,4.76,101.65,Jute
15,46,126,22.63,66.11,4.82,97.72,Jute
28,39,138,23.22,67.7,4.73,97.17,Jute
16,52,134,20.78,65.98,5.05,97.49,Jute
13,46,134,20.21,71.32,5.56,101.0,Jute
26,39,145,22.74,70.56,5.28,99.03,Jute
10,56,133,20.46,67.24,4.75,97.65,Jute
9,42,146,22.46,63.19,5.3,106.04,Jute
24,50,137,21.85,68.55,4.91,95.87,Jute
20,43,145,20.48,66.42,4.7,95.82,Jute
24,45,140,20.66,66.76,5.5,99.91,Jute
76,10,145,16.61,90.78,7.19,170.82,Coffee
85,18,160,19.92,97.1,6.84,169.46,Coffee
83,20,148,17.07,94.79,7.44,169.55,Coffee
91,25,143,19.79,96.52,6.53,169.79,Coffee
79,13,159,17.89,92.8,6.87,160.29,Coffee
74,24,161,18.55,98.95,7.37,159.11,Coffee
78,20,163,16.35,98.57,7.3,166.55,Coffee
74,12,150,20.03,94.2,6.79,156.38,Coffee
84,22,163,18.28,89.92,6.98,170.52,Coffee
80,10,143,19.9,90.1,6.51,162.65,Coffee
83,11,163,16.52,95.13,7.28,162.52,Coffee
75,19,157,18.51,90.28,6.56,170.03,Coffee
90,28,145,20.01,95.79,7.23,168.58,Coffee
73,22,157,18.27,92.32,6.8,162.96,Coffee
91,17,154,17.63,99.66,6.68,153.48,Coffee
85,24,157,17.89,91.26,7.36,161.5,Coffee
90,10,161,19.04,95.39,6.67,153.37,Coffee
79,9,153,16.1,90.47,7.2,156.03,Coffee
80,23,151,18.87,93.38,6.72,159.69,Coffee
82,22,159,17.13,90.26,6.52,156.74,Coffee
82,16,160,18.45,94.86,6.95,163.92,Coffee
83,14,156,19.79,91.94,7.16,165.43,Coffee
76,28,147,19.97,94.29,6.64,162.69,Coffee
91,10,155,18.85,91.78,6.71,164.75,Coffee
87,11,153,19.13,94.52,7.05,164.22,Coffee
82,23,151,19.97,94.98,6.67,169.24,Coffee
74,16,150,19.3,93.46,7.16,172.44,Coffee
73,16,162,19.52,90.75,6.53,161.88,Coffee
77,23,158,19.18,97.65,6.71,155.48,Coffee
91,22,143,16.2,94.57,6.55,167.4,Coffee
84,20,143,17.28,94.19,7.36,162.61,Coffee
77,25,145,16.08,97.74,7.37,155.35,Coffee
73,15,146,19.15,96.96,6.98,165.36,Coffee
76,13,152,19.35,93.07,7.05,156.74,Coffee
75,15,156,17.32,89.82,7.4,159.72,Coffee
82,28,152,19.05,97.92,6.82,155.53,Coffee
81,20,155,17.99,93.69,6.56,160.9,Coffee
74,24,152,19.48,91.23,6.71,165.34,Coffee
81,21,146,19.82,93.11,7.37,155.2,Coffee
88,19,158,17.42,94.98,6.62,154.22,Coffee
73,15,162,18.35,97.24,6.61,169.72,Coffee
77,20,152,18.29,93.22,7.12,170.59,Coffee
90,10,149,18.64,98.45,6.81,164.5,Coffee
82,20,148,19.92,99.18,7.15,153.26,Coffee
85,11,153,18.76,90.71,7.26,156.86,Coffee
86,11,150,19.42,96.48,7.4,164.73,Coffee
88,28,146,17.57,96.2,6.63,168.98,Coffee
87,15,147,19.67,96.08,7.15,162.27,Coffee
90,24,155,17.7,94.41,6.94,153.26,Coffee
93,9,157,16.5,91.15,7.22,167.97,Coffee
84,23,163,16.7,91.29,7.02,162.8,Coffee
88,19,156,18.13,98.73,6.51,158.34,Coffee
75,28,153,17.59,98.66,6.88,157.79,Coffee
84,9,154,17.73,96.66,6.89,159.28,Coffee
89,26,148,16.13,99.27,7.01,168.77,Coffee
91,10,145,16.94,90.84,6.81,167.01,Coffee
81,23,146,18.47,95.3,6.65,152.87,Coffee
84,12,145,17.54,99.27,6.84,154.99,Coffee
89,21,145,16.71,90.14,7.08,160.11,Coffee
88,14,153,17.02,99.38,7.44,165.73,Coffee
92,21,159,18.3,96.51,6.54,162.33,Coffee
88,20,161,16.79,93.58,6.59,171.49,Coffee
88,26,160,19.68,90.53,7.07,170.68,Coffee
79,16,148,19.93,99.11,7.41,171.63,Coffee
80,16,150,19.34,98.1,7.42,157.71,Coffee
78,9,160,18.23,97.28,7.31,158.52,Coffee
77,26,152,17.87,98.55,7.43,158.54,Coffee
83,20,143,19.68,92.0,6.69,162.49,Coffee
84,23,157,17.0,98.59,6.63,168.46,Coffee
80,19,143,19.92,93.03,6.93,166.94,Coffee
74,19,152,17.83,97.45,7.17,155.98,Coffee
88,22,163,19.59,98.21,7.1,171.62,Coffee
75,16,152,19.59,92.22,6.86,170.73,Coffee
82,11,160,17.4,96.96,7.19,168.43,Coffee
92,26,163,18.0,92.51,6.55,161.38,Coffee
81,26,154,18.29,94.91,6.62,159.94,Coffee
88,8,153,18.43,92.89,6.77,155.25,Coffee
88,14,148,19.68,93.03,7.12,162.67,Coffee
93,16,145,16.61,99.31,7.28,158.22,Coffee
79,18,145,19.9,99.44,7.22,154.94,Coffee
86,27,155,17.21,96.72,7.15,156.83,Coffee
84,23,153,19.52,94.77,6.89,163.66,Coffee
85,20,162,18.57,91.05,7.25,172.69,Coffee
91,10,144,20.03,92.31,7.15,153.47,Coffee
80,9,146,19.43,94.09,6.54,153.3,Coffee
80,16,162,19.05,95.32,6.99,162.53,Coffee
80,26,147,20.06,90.69,7.09,164.48,Coffee
75,23,161,19.38,95.69,6.88,166.71,Coffee
92,13,143,17.02,90.05,7.26,156.19,Coffee
93,17,146,17.29,93.99,6.69,170.44,Coffee
89,14,155,17.81,91.35,6.68,161.51,Coffee
82,27,146,17.17,97.42,7.33,162.45,Coffee
86,9,146,16.29,91.24,6.85,169.62,Coffee
75,16,162,19.4,94.25,6.52,156.91,Coffee
90,10,161,19.81,90.64,6.9,162.24,Coffee
93,16,150,18.51,92.79,7.29,169.61,Coffee
76,13,146,17.73,97.37,7.01,162.69,Coffee
86,14,162,19.31,94.66,7.08,164.8,Coffee
90,10,154,17.15,90.3,7.26,155.55,Coffee
88,22,160,16.65,97.9,6.63,161.89,Coffee
